V1,V2,V3,V4,V5,V6,V7,Class
1,0,30,0,48,18,52.39,D
2,0,48,19,43,19.65,52.39,D
3,19,43,21,36,7.28,52.39,D
4,21,36,21,22,14,52.39,D
5,21,22,19,15,7.28,52.39,D
6,19,15,0,8,20.25,52.39,D
7,0,8,20,0,21.54,52.39,D
0,0,0,0,30,30,54.41,D
1,0,30,0,52,22,54.41,D
2,0,52,6,50,6.32,54.41,D
3,6,50,16,46,10.77,54.41,D
4,16,46,16,37,9,54.41,D
5,16,37,6,33,10.77,54.41,D
6,6,33,0,29,7.21,54.41,D
7,0,29,14,0,32.2,54.41,D
0,0,0,1,23,23.02,60.44,D
1,1,23,1,47,24,60.44,D
2,1,47,10,42,10.3,60.44,D
3,10,42,38,35,28.86,60.44,D
4,38,35,38,21,14,60.44,D
5,38,21,10,14,28.86,60.44,D
6,10,14,0,7,12.21,60.44,D
7,0,7,22,0,23.09,60.44,D
0,0,0,0,24,24,48.75,D
1,0,24,0,44,20,48.75,D
2,0,44,10,40,10.77,48.75,D
3,10,40,20,33,12.21,48.75,D
4,20,33,20,20,13,48.75,D
5,20,20,10,13,12.21,48.75,D
6,10,13,0,6,12.21,48.75,D
7,0,6,21,0,21.84,48.75,D
0,0,0,0,32,32,55.9,D
1,0,32,0,50,18,55.9,D
2,0,50,21,42,22.47,55.9,D
3,21,42,25,29,13.6,55.9,D
4,25,29,21,18,11.7,55.9,D
5,21,18,0,6,24.19,55.9,D
6,0,6,22,0,22.8,55.9,D
0,0,0,0,23,23,44.69,D
1,0,23,0,34,11,44.69,D
2,0,34,26,31,26.17,44.69,D
3,26,31,29,26,5.83,44.69,D
4,29,26,29,16,10,44.69,D
5,29,16,26,11,5.83,44.69,D
6,26,11,0,6,26.48,44.69,D
7,0,6,13,0,14.32,44.69,D
0,0,0,1,29,29.02,39.56,D
1,1,29,1,38,9,39.56,D
2,1,38,6,37,5.1,39.56,D
3,6,37,11,33,6.4,39.56,D
4,11,33,11,26,7,39.56,D
5,11,26,6,22,6.4,39.56,D
6,6,22,0,18,7.21,39.56,D
7,0,18,11,0,21.1,39.56,D
0,0,0,0,35,35,46.32,D
1,0,35,0,45,10,46.32,D
2,0,45,11,41,11.7,46.32,D
3,11,41,11,34,7,46.32,D
4,11,34,0,27,13.04,46.32,D
5,0,27,8,0,28.16,46.32,D
0,0,0,2,37,37.05,67.6,D
1,2,37,2,59,22,67.6,D
2,2,59,33,49,32.57,67.6,D
3,33,49,33,36,13,67.6,D
4,33,36,0,23,35.47,67.6,D
5,0,23,20,0,30.48,67.6,D
0,0,0,0,31,31,44.15,D
1,0,31,0,43,12,44.15,D
2,0,43,10,37,11.66,44.15,D
3,10,37,10,30,7,44.15,D
4,10,30,0,23,12.21,44.15,D
5,0,23,9,0,24.7,44.15,D
0,0,0,0,38,38,48.85,D
1,0,38,0,45,7,48.85,D
2,0,45,5,43,5.39,48.85,D
3,5,43,19,40,14.32,48.85,D
4,19,40,19,33,7,48.85,D
5,19,33,5,30,14.32,48.85,D
6,5,30,0,27,5.83,48.85,D
7,0,27,9,0,28.46,48.85,D
0,0,0,1,27,27.02,50.7,D
1,1,27,1,47,20,50.7,D
2,1,47,12,42,12.08,50.7,D
3,12,42,19,36,9.22,50.7,D
4,19,36,19,23,13,50.7,D
5,19,23,12,17,9.22,50.7,D
6,12,17,0,11,13.42,50.7,D
7,0,11,19,0,21.95,50.7,D
0,0,0,1,21,21.02,47.71,D
1,1,21,1,40,19,47.71,D
2,1,40,7,38,6.32,47.71,D
3,7,38,26,33,19.65,47.71,D
4,26,33,26,24,9,47.71,D
5,26,24,7,19,19.65,47.71,D
6,7,19,0,14,8.6,47.71,D
7,0,14,13,0,19.1,47.71,D
0,0,0,0,37,37,60.01,D
1,0,37,0,55,18,60.01,D
2,0,55,12,49,13.42,60.01,D
3,12,49,24,41,14.42,60.01,D
4,24,41,24,25,16,60.01,D
5,24,25,12,17,14.42,60.01,D
6,12,17,0,9,14.42,60.01,D
7,0,9,24,0,25.63,60.01,D
0,0,0,0,35,35,51.55,D
1,0,35,0,49,14,51.55,D
2,0,49,14,38,17.8,51.55,D
3,14,38,14,27,11,51.55,D
4,14,27,0,16,17.8,51.55,D
5,0,16,16,0,22.63,51.55,D
0,0,0,1,30,30.02,47.01,D
1,1,30,1,43,13,47.01,D
2,1,43,17,36,17.46,47.01,D
3,17,36,19,25,11.18,47.01,D
4,19,25,17,16,9.22,47.01,D
5,17,16,0,6,19.72,47.01,D
6,0,6,19,0,19.92,47.01,D
0,0,0,0,38,38,53.14,D
1,0,38,0,50,12,53.14,D
2,0,50,17,38,20.81,53.14,D
3,17,38,17,24,14,53.14,D
4,17,24,0,10,22.02,53.14,D
5,0,10,18,0,20.59,53.14,D
0,0,0,1,21,21.02,31.78,D
1,1,21,1,29,8,31.78,D
2,1,29,7,28,6.08,31.78,D
3,7,28,13,24,7.21,31.78,D
4,13,24,13,17,7,31.78,D
5,13,17,7,13,7.21,31.78,D
6,7,13,0,9,8.06,31.78,D
7,0,9,10,0,13.45,31.78,D
0,0,0,0,30,30,43.46,D
1,0,30,0,40,10,43.46,D
2,0,40,14,32,16.12,43.46,D
3,14,32,17,25,7.62,43.46,D
4,17,25,14,16,9.49,43.46,D
5,14,16,0,8,16.12,43.46,D
6,0,8,17,0,18.79,43.46,D
0,0,0,2,32,32.06,45.31,D
1,2,32,2,42,10,45.31,D
2,2,42,17,32,18.03,45.31,D
3,17,32,17,19,13,45.31,D
4,17,19,0,6,21.4,45.31,D
5,0,6,17,0,18.03,45.31,D
0,0,0,0,24,24,42.95,D
1,0,24,0,39,15,42.95,D
2,0,39,8,35,8.94,42.95,D
3,8,35,18,29,11.66,42.95,D
4,18,29,18,18,11,42.95,D
5,18,18,8,12,11.66,42.95,D
6,8,12,0,6,10,42.95,D
7,0,6,16,0,17.09,42.95,D
0,0,0,0,38,38,57.31,D
1,0,38,0,50,12,57.31,D
2,0,50,10,46,10.77,57.31,D
3,10,46,28,39,19.31,57.31,D
4,28,39,28,26,13,57.31,D
5,28,26,10,19,19.31,57.31,D
6,10,19,0,12,12.21,57.31,D
7,0,12,19,0,22.47,57.31,D
0,0,0,1,30,30.02,36.22,D
1,1,30,1,36,6,36.22,D
2,1,36,3,34,2.83,36.22,D
3,3,34,3,31,3,36.22,D
4,3,31,0,28,4.24,36.22,D
5,0,28,4,0,28.28,36.22,D
0,0,0,1,25,25.02,44.38,D
1,1,25,1,41,16,44.38,D
2,1,41,17,32,18.36,44.38,D
3,17,32,17,19,13,44.38,D
4,17,19,0,6,21.4,44.38,D
5,0,6,16,0,17.09,44.38,D
0,0,0,0,28,28,53.23,D
1,0,28,0,48,20,53.23,D
2,0,48,19,36,22.47,53.23,D
3,19,36,19,21,15,53.23,D
4,19,21,0,6,24.21,53.23,D
5,0,6,23,0,23.77,53.23,D
0,0,0,1,20,20.02,43.93,D
1,1,20,1,33,13,43.93,D
2,1,33,20,31,19.1,43.93,D
3,20,31,29,26,10.3,43.93,D
4,29,26,29,16,10,43.93,D
5,29,16,20,11,10.3,43.93,D
6,20,11,0,6,20.62,43.93,D
7,0,6,16,0,17.09,43.93,D
0,0,0,1,27,27.02,47.51,D
1,1,27,1,41,14,47.51,D
2,1,41,23,37,22.36,47.51,D
3,23,37,24,31,6.08,47.51,D
4,24,31,24,18,13,47.51,D
5,24,18,23,12,6.08,47.51,D
6,23,12,0,6,23.77,47.51,D
7,0,6,18,0,18.97,47.51,D
0,0,0,0,28,28,46.82,D
1,0,28,0,44,16,46.82,D
2,0,44,15,42,15.13,46.82,D
3,15,42,16,38,4.12,46.82,D
4,16,38,16,31,7,46.82,D
5,16,31,15,27,4.12,46.82,D
6,15,27,0,23,15.52,46.82,D
7,0,23,10,0,25.08,46.82,D
0,0,0,1,33,33.02,50.99,D
1,1,33,1,50,17,50.99,D
2,1,50,9,47,8.54,50.99,D
3,9,47,10,42,5.1,50.99,D
4,10,42,9,37,5.1,50.99,D
5,9,37,0,32,10.3,50.99,D
6,0,32,9,0,33.24,50.99,D
0,0,0,1,30,30.02,52.8,D
1,1,30,1,48,18,52.8,D
2,1,48,19,39,20.12,52.8,D
3,19,39,22,28,11.4,52.8,D
4,22,28,19,17,11.4,52.8,D
5,19,17,0,6,21.95,52.8,D
6,0,6,21,0,21.84,52.8,D
0,0,0,0,20,20,42.94,D
1,0,20,0,38,18,42.94,D
2,0,38,14,33,14.87,42.94,D
3,14,33,20,24,10.82,42.94,D
4,20,24,14,17,9.22,42.94,D
5,14,17,0,9,16.12,42.94,D
6,0,9,15,0,17.49,42.94,D
0,0,0,2,23,23.09,42.2,D
1,2,23,2,34,11,42.2,D
2,2,34,6,30,5.66,42.2,D
3,6,30,25,26,19.42,42.2,D
4,25,26,25,17,9,42.2,D
5,25,17,6,13,19.42,42.2,D
6,6,13,0,9,7.21,42.2,D
7,0,9,12,0,15,42.2,D
0,0,0,1,25,25.02,43.01,D
1,1,25,1,35,10,43.01,D
2,1,35,15,30,14.87,43.01,D
3,15,30,25,21,13.45,43.01,D
4,25,21,15,14,12.21,43.01,D
5,15,14,0,6,17,43.01,D
6,0,6,16,0,17.09,43.01,D
0,0,0,1,37,37.01,73.78,D
1,1,37,1,62,25,73.78,D
2,1,62,28,55,27.89,73.78,D
3,28,55,40,45,15.62,73.78,D
4,40,45,40,26,19,73.78,D
5,40,26,28,16,15.62,73.78,D
6,28,16,0,6,29.73,73.78,D
7,0,6,28,0,28.64,73.78,D
0,0,0,2,34,34.06,57.27,D
1,2,34,2,52,18,57.27,D
2,2,52,21,38,23.6,57.27,D
3,21,38,21,22,16,57.27,D
4,21,22,0,6,26.4,57.27,D
5,0,6,24,0,24.74,57.27,D
0,0,0,0,28,28,48.1,D
1,0,28,0,45,17,48.1,D
2,0,45,14,34,17.8,48.1,D
3,14,34,14,23,11,48.1,D
4,14,23,0,12,17.8,48.1,D
5,0,12,17,0,20.81,48.1,D
0,0,0,2,26,26.08,39.29,D
1,2,26,2,38,12,39.29,D
2,2,38,7,34,6.4,39.29,D
3,7,34,9,31,3.61,39.29,D
4,9,31,7,26,5.39,39.29,D
5,7,26,0,22,8.06,39.29,D
6,0,22,10,0,24.17,39.29,D
0,0,0,0,31,31,53.16,D
1,0,31,0,51,20,53.16,D
2,0,51,10,45,11.66,53.16,D
3,10,45,15,40,7.07,53.16,D
4,15,40,10,33,8.6,53.16,D
5,10,33,0,27,11.66,53.16,D
6,0,27,11,0,29.15,53.16,D
0,0,0,1,34,34.01,46.87,D
1,1,34,1,46,12,46.87,D
2,1,46,5,45,4.12,46.87,D
3,5,45,9,42,5,46.87,D
4,9,42,9,36,6,46.87,D
5,9,36,5,33,5,46.87,D
6,5,33,0,30,5.83,46.87,D
7,0,30,8,0,31.05,46.87,D
0,0,0,2,39,39.05,67.12,D
1,2,39,2,61,22,67.12,D
2,2,61,24,44,27.8,67.12,D
3,24,44,24,25,19,67.12,D
4,24,25,0,6,30.61,67.12,D
5,0,6,28,0,28.64,67.12,D
0,0,0,0,23,23,52.77,D
1,0,23,0,47,24,52.77,D
2,0,47,7,45,7.28,52.77,D
3,7,45,24,40,17.72,52.77,D
4,24,40,24,31,9,52.77,D
5,24,31,7,26,17.72,52.77,D
6,7,26,0,21,8.6,52.77,D
7,0,21,11,0,23.71,52.77,D
0,0,0,0,21,21,34.18,D
1,0,21,0,32,11,34.18,D
2,0,32,4,30,4.47,34.18,D
3,4,30,12,28,8.25,34.18,D
4,12,28,12,23,5,34.18,D
5,12,23,4,21,8.25,34.18,D
6,4,21,0,19,4.47,34.18,D
7,0,19,4,0,19.42,34.18,D
0,0,0,1,26,26.02,49.73,D
1,1,26,1,48,22,49.73,D
2,1,48,12,44,11.7,49.73,D
3,12,44,13,40,4.12,49.73,D
4,13,40,13,31,9,49.73,D
5,13,31,12,27,4.12,49.73,D
6,12,27,0,23,12.65,49.73,D
7,0,23,11,0,25.5,49.73,D
0,0,0,1,34,34.01,61.74,D
1,1,34,1,56,22,61.74,D
2,1,56,19,52,18.44,61.74,D
3,19,52,26,46,9.22,61.74,D
4,26,46,26,34,12,61.74,D
5,26,34,19,28,9.22,61.74,D
6,19,28,0,22,19.92,61.74,D
7,0,22,17,0,27.8,61.74,D
0,0,0,2,36,36.06,52.63,D
1,2,36,2,51,15,52.63,D
2,2,51,13,47,11.7,52.63,D
3,13,47,13,41,6,52.63,D
4,13,41,0,35,14.32,52.63,D
5,0,35,9,0,36.14,52.63,D
0,0,0,2,29,29.07,43.97,D
1,2,29,2,42,13,43.97,D
2,2,42,7,37,7.07,43.97,D
3,7,37,13,34,6.71,43.97,D
4,13,34,7,29,7.81,43.97,D
5,7,29,0,25,8.06,43.97,D
6,0,25,8,0,26.25,43.97,D
0,0,0,1,26,26.02,59.08,D
1,1,26,1,49,23,59.08,D
2,1,49,33,36,34.54,59.08,D
3,33,36,33,21,15,59.08,D
4,33,21,0,6,36.25,59.08,D
5,0,6,22,0,22.8,59.08,D
0,0,0,1,29,29.02,53.76,D
1,1,29,1,51,22,53.76,D
2,1,51,16,41,18.03,53.76,D
3,16,41,16,29,12,53.76,D
4,16,29,0,17,20,53.76,D
5,0,17,17,0,24.04,53.76,D
0,0,0,2,23,23.09,55.23,D
1,2,23,2,41,18,55.23,D
2,2,41,37,32,36.14,55.23,D
3,37,32,37,19,13,55.23,D
4,37,19,0,6,39.22,55.23,D
5,0,6,19,0,19.92,55.23,D
0,0,0,2,27,27.07,45.69,D
1,2,27,2,42,15,45.69,D
2,2,42,17,32,18.03,45.69,D
3,17,32,17,19,13,45.69,D
4,17,19,0,6,21.4,45.69,D
5,0,6,18,0,18.97,45.69,D
0,0,0,1,30,30.02,42.06,D
1,1,30,1,40,10,42.06,D
2,1,40,12,32,13.6,42.06,D
3,12,32,12,23,9,42.06,D
4,12,23,0,14,15,42.06,D
5,0,14,13,0,19.1,42.06,D
0,0,0,2,30,30.07,52.43,D
1,2,30,2,43,13,52.43,D
2,2,43,30,34,29.41,52.43,D
3,30,34,30,23,11,52.43,D
4,30,23,0,12,31.95,52.43,D
5,0,12,16,0,20,52.43,D
0,0,0,1,29,29.02,55.9,D
1,1,29,1,50,21,55.9,D
2,1,50,18,48,17.12,55.9,D
3,18,48,25,43,8.6,55.9,D
4,25,43,25,34,9,55.9,D
5,25,34,18,29,8.6,55.9,D
6,18,29,0,24,18.68,55.9,D
7,0,24,14,0,27.78,55.9,D
0,0,0,0,36,36,61.85,D
1,0,36,0,51,15,61.85,D
2,0,51,13,45,14.32,61.85,D
3,13,45,35,37,23.41,61.85,D
4,35,37,35,22,15,61.85,D
5,35,22,13,14,23.41,61.85,D
6,13,14,0,6,15.26,61.85,D
7,0,6,22,0,22.8,61.85,D
0,0,0,2,28,28.07,39.85,D
1,2,28,2,38,10,39.85,D
2,2,38,10,34,8.94,39.85,D
3,10,34,12,28,6.32,39.85,D
4,12,28,10,22,6.32,39.85,D
5,10,22,0,16,11.66,39.85,D
6,0,16,9,0,18.36,39.85,D
0,0,0,0,37,37,67.42,D
1,0,37,0,57,20,67.42,D
2,0,57,36,46,37.64,67.42,D
3,36,46,36,33,13,67.42,D
4,36,33,0,20,38.28,67.42,D
5,0,20,18,0,26.91,67.42,D
0,0,0,1,39,39.01,65.25,D
1,1,39,1,63,24,65.25,D
2,1,63,14,53,16.4,65.25,D
3,14,53,14,42,11,65.25,D
4,14,42,0,31,17.8,65.25,D
5,0,31,17,0,35.36,65.25,D
0,0,0,1,21,21.02,28.86,D
1,1,21,1,28,7,28.86,D
2,1,28,7,28,6,28.86,D
3,7,28,7,23,5,28.86,D
4,7,23,7,20,3,28.86,D
5,7,20,0,16,8.06,28.86,D
6,0,16,7,0,17.46,28.86,D
0,0,0,0,35,35,59.67,D
1,0,35,0,58,23,59.67,D
2,0,58,14,49,16.64,59.67,D
3,14,49,14,38,11,59.67,D
4,14,38,0,27,17.8,59.67,D
5,0,27,14,0,30.41,59.67,D
0,0,0,0,38,38,68.54,D
1,0,38,0,63,25,68.54,D
2,0,63,24,52,26.4,68.54,D
3,24,52,27,37,15.3,68.54,D
4,27,37,24,24,13.34,68.54,D
5,24,24,0,10,27.78,68.54,D
6,0,10,25,0,26.93,68.54,D
0,0,0,0,36,36,43.74,D
1,0,36,0,43,7,43.74,D
2,0,43,8,40,8.54,43.74,D
3,8,40,8,37,3,43.74,D
4,8,37,0,34,8.54,43.74,D
5,0,34,4,0,34.23,43.74,D
0,0,0,2,26,26.08,55.61,D
1,2,26,2,44,18,55.61,D
2,2,44,10,40,8.94,55.61,D
3,10,40,34,33,25,55.61,D
4,34,33,34,20,13,55.61,D
5,34,20,10,13,25,55.61,D
6,10,13,0,6,12.21,55.61,D
7,0,6,21,0,21.84,55.61,D
0,0,0,0,27,27,51.66,D
1,0,27,0,50,23,51.66,D
2,0,50,10,44,11.66,51.66,D
3,10,44,13,39,5.83,51.66,D
4,13,39,10,32,7.62,51.66,D
5,10,32,0,26,11.66,51.66,D
6,0,26,12,0,28.64,51.66,D
0,0,0,1,36,36.01,46.69,D
1,1,36,1,46,10,46.69,D
2,1,46,4,46,3,46.69,D
3,4,46,8,43,5,46.69,D
4,8,43,8,38,5,46.69,D
5,8,38,4,35,5,46.69,D
6,4,35,0,32,5,46.69,D
7,0,32,6,0,32.56,46.69,D
0,0,0,1,20,20.02,41.63,D
1,1,20,1,38,18,41.63,D
2,1,38,17,33,16.76,41.63,D
3,17,33,17,24,9,41.63,D
4,17,24,0,15,19.24,41.63,D
5,0,15,10,0,18.03,41.63,D
0,0,0,0,35,35,52.8,D
1,0,35,0,48,13,52.8,D
2,0,48,19,39,21.02,52.8,D
3,19,39,22,28,11.4,52.8,D
4,22,28,19,17,11.4,52.8,D
5,19,17,0,6,21.95,52.8,D
6,0,6,21,0,21.84,52.8,D
0,0,0,2,30,30.07,46.53,D
1,2,30,2,41,11,46.53,D
2,2,41,22,36,20.62,46.53,D
3,22,36,22,27,9,46.53,D
4,22,27,0,18,23.77,46.53,D
5,0,18,14,0,22.8,46.53,D
0,0,0,1,22,22.02,45.19,D
1,1,22,1,41,19,45.19,D
2,1,41,10,37,9.85,45.19,D
3,10,37,19,31,10.82,45.19,D
4,19,31,19,18,13,45.19,D
5,19,18,10,12,10.82,45.19,D
6,10,12,0,6,11.66,45.19,D
7,0,6,17,0,18.03,45.19,D
0,0,0,2,21,21.1,43.68,D
1,2,21,2,42,21,43.68,D
2,2,42,12,35,12.21,43.68,D
3,12,35,12,26,9,43.68,D
4,12,26,0,17,15,43.68,D
5,0,17,10,0,19.72,43.68,D
0,0,0,0,27,27,50.48,D
1,0,27,0,42,15,50.48,D
2,0,42,26,35,26.93,50.48,D
3,26,35,28,26,9.22,50.48,D
4,28,26,26,17,9.22,50.48,D
5,26,17,0,8,27.51,50.48,D
6,0,8,19,0,20.62,50.48,D
0,0,0,0,20,20,33.54,D
1,0,20,0,30,10,33.54,D
2,0,30,14,24,15.23,33.54,D
3,14,24,15,19,5.1,33.54,D
4,15,19,14,12,7.07,33.54,D
5,14,12,0,6,15.23,33.54,D
6,0,6,12,0,13.42,33.54,D
0,0,0,0,25,25,41.23,D
1,0,25,0,38,13,41.23,D
2,0,38,16,31,17.46,41.23,D
3,16,31,16,24,7,41.23,D
4,16,24,0,17,17.46,41.23,D
5,0,17,8,0,18.79,41.23,D
0,0,0,2,36,36.06,56.08,D
1,2,36,2,52,16,56.08,D
2,2,52,17,47,15.81,56.08,D
3,17,47,21,36,11.7,56.08,D
4,21,36,17,27,9.85,56.08,D
5,17,27,0,17,19.72,56.08,D
6,0,17,18,0,24.76,56.08,D
0,0,0,2,21,21.1,36.4,D
1,2,21,2,35,14,36.4,D
2,2,35,7,31,6.4,36.4,D
3,7,31,9,28,3.61,36.4,D
4,9,28,7,23,5.39,36.4,D
5,7,23,0,19,8.06,36.4,D
6,0,19,10,0,21.47,36.4,D
0,0,0,1,26,26.02,49.66,D
1,1,26,1,45,19,49.66,D
2,1,45,17,33,20,49.66,D
3,17,33,17,20,13,49.66,D
4,17,20,0,7,21.4,49.66,D
5,0,7,21,0,22.14,49.66,D
0,0,0,0,25,25,49.04,D
1,0,25,0,46,21,49.04,D
2,0,46,16,44,16.12,49.04,D
3,16,44,17,38,6.08,49.04,D
4,17,38,17,27,11,49.04,D
5,17,27,16,21,6.08,49.04,D
6,16,21,0,15,17.09,49.04,D
7,0,15,16,0,21.93,49.04,D
0,0,0,2,21,21.1,33.96,D
1,2,21,2,33,12,33.96,D
2,2,33,7,32,5.1,33.96,D
3,7,32,8,27,5.1,33.96,D
4,8,27,7,24,3.16,33.96,D
5,7,24,0,20,8.06,33.96,D
6,0,20,6,0,20.88,33.96,D
0,0,0,1,22,22.02,36.4,D
1,1,22,1,34,12,36.4,D
2,1,34,6,31,5.83,36.4,D
3,6,31,13,27,8.06,36.4,D
4,13,27,13,18,9,36.4,D
5,13,18,6,14,8.06,36.4,D
6,6,14,0,10,7.21,36.4,D
7,0,10,11,0,14.87,36.4,D
0,0,0,2,22,22.09,28.86,D
1,2,22,2,28,6,28.86,D
2,2,28,5,27,3.16,28.86,D
3,5,27,7,25,2.83,28.86,D
4,7,25,7,20,5,28.86,D
5,7,20,5,18,2.83,28.86,D
6,5,18,0,16,5.39,28.86,D
7,0,16,4,0,16.49,28.86,D
0,0,0,0,23,23,40.31,D
1,0,23,0,35,12,40.31,D
2,0,35,19,30,19.65,40.31,D
3,19,30,20,21,9.06,40.31,D
4,20,21,19,14,7.07,40.31,D
5,19,14,0,6,20.62,40.31,D
6,0,6,13,0,14.32,40.31,D
0,0,0,0,29,29,45.18,D
1,0,29,0,40,11,45.18,D
2,0,40,8,37,8.54,45.18,D
3,8,37,21,33,13.6,45.18,D
4,21,33,21,24,9,45.18,D
5,21,24,8,20,13.6,45.18,D
6,8,20,0,16,8.94,45.18,D
7,0,16,12,0,20,45.18,D
0,0,0,1,38,38.01,63.32,D
1,1,38,1,59,21,63.32,D
2,1,59,12,54,12.08,63.32,D
3,12,54,23,46,13.6,63.32,D
4,23,46,23,31,15,63.32,D
5,23,31,12,23,13.6,63.32,D
6,12,23,0,15,14.42,63.32,D
7,0,15,23,0,27.46,63.32,D
0,0,0,1,36,36.01,76.22,D
1,1,36,1,60,24,76.22,D
2,1,60,47,44,48.7,76.22,D
3,47,44,47,25,19,76.22,D
4,47,25,0,6,50.7,76.22,D
5,0,6,27,0,27.66,76.22,D
0,0,0,2,25,25.08,40.31,D
1,2,25,2,37,12,40.31,D
2,2,37,16,32,14.87,40.31,D
3,16,32,16,23,9,40.31,D
4,16,23,0,14,18.36,40.31,D
5,0,14,12,0,18.44,40.31,D
0,0,0,2,36,36.06,61.74,D
1,2,36,2,56,20,61.74,D
2,2,56,21,52,19.42,61.74,D
3,21,52,26,46,7.81,61.74,D
4,26,46,26,33,13,61.74,D
5,26,33,21,27,7.81,61.74,D
6,21,27,0,21,21.84,61.74,D
7,0,21,16,0,26.4,61.74,D
0,0,0,0,22,22,32.98,D
1,0,22,0,32,10,32.98,D
2,0,32,7,28,8.06,32.98,D
3,7,28,7,22,6,32.98,D
4,7,22,0,16,9.22,32.98,D
5,0,16,8,0,17.89,32.98,D
0,0,0,0,28,28,42.06,D
1,0,28,0,37,9,42.06,D
2,0,37,6,35,6.32,42.06,D
3,6,35,20,31,14.56,42.06,D
4,20,31,20,22,9,42.06,D
5,20,22,6,18,14.56,42.06,D
6,6,18,0,14,7.21,42.06,D
7,0,14,12,0,18.44,42.06,D
0,0,0,0,37,37,62.94,D
1,0,37,0,60,23,62.94,D
2,0,60,13,55,13.93,62.94,D
3,13,55,19,49,8.49,62.94,D
4,19,49,19,36,13,62.94,D
5,19,36,13,30,8.49,62.94,D
6,13,30,0,24,14.32,62.94,D
7,0,24,18,0,30,62.94,D
0,0,0,1,28,28.02,45.69,D
1,1,28,1,42,14,45.69,D
2,1,42,17,32,18.87,45.69,D
3,17,32,17,19,13,45.69,D
4,17,19,0,6,21.4,45.69,D
5,0,6,18,0,18.97,45.69,D
0,0,0,1,34,34.01,53.6,D
1,1,34,1,52,18,53.6,D
2,1,52,10,46,10.82,53.6,D
3,10,46,13,41,5.83,53.6,D
4,13,41,10,34,7.62,53.6,D
5,10,34,0,28,11.66,53.6,D
6,0,28,11,0,30.08,53.6,D
0,0,0,0,27,27,39.66,D
1,0,27,0,33,6,39.66,D
2,0,33,7,31,7.28,39.66,D
3,7,31,22,27,15.52,39.66,D
4,22,27,22,18,9,39.66,D
5,22,18,7,14,15.52,39.66,D
6,7,14,0,10,8.06,39.66,D
7,0,10,10,0,14.14,39.66,D
0,0,0,1,24,24.02,41.63,D
1,1,24,1,38,14,41.63,D
2,1,38,14,30,15.26,41.63,D
3,14,30,17,23,7.62,41.63,D
4,17,23,14,14,9.49,41.63,D
5,14,14,0,6,16.12,41.63,D
6,0,6,16,0,17.09,41.63,D
0,0,0,2,33,33.06,48.27,D
1,2,33,2,47,14,48.27,D
2,2,47,11,44,9.49,48.27,D
3,11,44,11,38,6,48.27,D
4,11,38,0,32,12.53,48.27,D
5,0,32,7,0,32.76,48.27,D
0,0,0,2,35,35.06,64.62,D
1,2,35,2,60,25,64.62,D
2,2,60,12,54,11.66,64.62,D
3,12,54,24,46,14.42,64.62,D
4,24,46,24,30,16,64.62,D
5,24,30,12,22,14.42,64.62,D
6,12,22,0,14,14.42,64.62,D
7,0,14,23,0,26.93,64.62,D
0,0,0,2,25,25.08,32.57,D
1,2,25,2,31,6,32.57,D
2,2,31,10,29,8.25,32.57,D
3,10,29,10,24,5,32.57,D
4,10,24,0,19,11.18,32.57,D
5,0,19,6,0,19.92,32.57,D
0,0,0,1,26,26.02,36.4,D
1,1,26,1,34,8,36.4,D
2,1,34,6,30,6.4,36.4,D
3,6,30,13,26,8.06,36.4,D
4,13,26,13,17,9,36.4,D
5,13,17,6,13,8.06,36.4,D
6,6,13,0,9,7.21,36.4,D
7,0,9,13,0,15.81,36.4,D
0,0,0,2,22,22.09,43.01,D
1,2,22,2,41,19,43.01,D
2,2,41,11,37,9.85,43.01,D
3,11,37,13,33,4.47,43.01,D
4,13,33,13,24,9,43.01,D
5,13,24,11,20,4.47,43.01,D
6,11,20,0,16,11.7,43.01,D
7,0,16,12,0,20,43.01,D
0,0,0,0,22,22,49.19,D
1,0,22,0,44,22,49.19,D
2,0,44,18,39,18.68,49.19,D
3,18,39,22,33,7.21,49.19,D
4,22,33,22,20,13,49.19,D
5,22,20,18,14,7.21,49.19,D
6,18,14,0,8,18.97,49.19,D
7,0,8,20,0,21.54,49.19,D
0,22,0,7,6,16.16,42.19,E
1,7,6,0,12,9.22,42.19,E
2,0,12,0,24,12,42.19,E
3,0,24,7,30,9.22,42.19,E
4,7,30,22,36,16.16,42.19,E
0,18,0,7,6,12.53,40.25,E
1,7,6,0,12,9.22,40.25,E
2,0,12,0,24,12,40.25,E
3,0,24,7,30,9.22,40.25,E
4,7,30,18,36,12.53,40.25,E
0,16,0,0,12,20,39.4,E
1,0,12,0,24,12,39.4,E
2,0,24,16,36,20,39.4,E
0,14,0,2,7,13.89,31.3,E
1,2,7,0,14,7.28,31.3,E
2,0,14,2,21,7.28,31.3,E
3,2,21,14,28,13.89,31.3,E
0,27,0,12,7,16.55,38.9,E
1,12,7,0,14,13.89,38.9,E
2,0,14,12,21,13.89,38.9,E
3,12,21,27,28,16.55,38.9,E
0,21,0,0,9,22.85,35,E
1,0,9,0,18,9,35,E
2,0,18,21,28,23.26,35,E
0,19,0,0,7,20.25,27.59,E
1,0,7,0,14,7,27.59,E
2,0,14,19,20,19.92,27.59,E
0,28,0,0,10,29.73,41.04,E
1,0,10,0,20,10,41.04,E
2,0,20,28,30,29.73,41.04,E
0,21,0,12,5,10.3,38.28,E
